id,lat,lon,name,description
39953235,53.4187803,-6.4769599,Maynooth Road,
39994844,53.3464695,-6.2713533,Ormond Square,
40260274,53.3620847,-6.2360369,Fairview Park,
40260275,53.3633441,-6.2321998,Fairview Park,
41518238,52.8052476,-8.4350473,Riverside Playground,
43124626,52.7522348,-8.5018653,O' Brien's Bridge Blue Looped Trail,
44382474,52.2811744,-7.3106050,Coolfinn Gardens,
44660580,52.1544745,-7.1686836,Bizzykidz,
45462992,52.1625832,-7.1558197,Priests' Road,
47258193,53.3694132,-6.2594659,Griffith Park,
48122903,53.3598550,-6.5468838,Celbridge PlayZone,
48484755,53.3483037,-6.5495080,Aghards National School,
49215794,52.7118553,-8.5054381,Rathlinn,
49341670,52.6502493,-7.2463241,Castle Park Playground,
50005616,53.3494987,-6.2710011,The Courthouse,
50677874,53.4074239,-6.2876890,Mayeston Lawn,
51364393,52.2906016,-7.3146470,Connolly Road,
51678132,52.5434063,-6.9569554,Fairview,
52131046,53.5567589,-6.7952652,Jonathan Swift Street,
53213418,53.2390480,-6.1199910,Shankill Community Centre,
55354014,53.3385078,-6.3517476,The Lair,
56133218,54.0404225,-6.1853584,Old Quay Lane,
56304902,52.2950722,-7.2598271,Rising Stars Playground,up to 12 years;
57691533,53.3017324,-6.3488900,Tymon Park,
57871942,53.3547112,-6.3963830,Giraffe childcare,
58541741,53.3138072,-6.4125774,Corkagh Park,
60707766,52.1510134,-6.9942782,Dock Road,
61332044,51.9076704,-8.5067713,Kilmore Heights,
61751115,53.2042056,-6.1341573,,
63950135,54.9459726,-7.7495595,Playground,
63950201,54.9462495,-7.7484553,Skate Park,With: skateboard ;
65063719,54.7063473,-8.7237450,Ascail Mhuire,
65484028,53.1583241,-6.9106151,Saint Brigid's Cathedral,
67354165,54.9587704,-7.7305809,HSE St Conalls Hospital,
68332291,53.4061307,-6.2075261,Belcamp Park,
68640733,51.8157679,-8.3883134,Church Road,
69958766,51.8870274,-8.4478430,Scoil Naisiunta Naomh Antaine,
70726498,51.8658114,-8.3392373,Saint Peter's Community School,
71221598,52.2361035,-7.0339409,New Bar,
71366809,52.0966066,-7.5482995,Casey's Caravan & Camping Park,
71919317,53.3815580,-6.4250089,Beech Park,
71972266,53.1816506,-6.8017282,Newbridge Sports & Leisure Centre CarPark,Surrounded by a  fence;
72468223,53.3916085,-6.3740043,Waterville Park Playground,Surrounded by a  fence;
72791954,52.2391572,-6.9716244,Passage East and Crooke Playground,
73228444,52.1917133,-6.8400680,Sluice Lane,
73553807,53.2708776,-6.1106091,Killiney Hill playground,
73910429,53.3950092,-6.4371891,Ongar Children's Playground,
73911113,53.3914050,-6.4425493,Barnwell Lane,
74384311,53.3938993,-6.3754855,Blasket Square,
74496054,53.3374731,-6.2585679,Saint Stephen's Green,Surrounded by a  fence;
74578285,53.3403619,-6.2718303,Saint Patrick's Park,
74585031,51.8816201,-8.4957308,Clashduv Park,
74613938,54.0903447,-8.5212133,Ballymote Community Playground,
75313834,52.0554873,-9.9755231,Rossbeigh Playground,Surrounded by a  fence;
75589348,51.8798338,-8.5127909,Gaelscoil Uí Riada,
75780882,52.2392670,-7.1439982,Ballybeg Drive,
75925259,51.9097931,-8.4805220,North Monastery,
75925263,51.9068908,-8.4812555,North Monastery,
76097655,53.3037201,-6.1817250,Blackrock Park,Surrounded by a  fence;
76253778,53.3086938,-6.1949291,Booterstown Avenue,Surrounded by a  fence;
76379717,51.9178596,-8.3981076,Coláiste an Phiarsaig,
77158935,51.9102270,-8.2582898,Saint Aloysius' College,
77214301,53.5369537,-6.2160794,Picnic Area,
77218357,53.3421941,-6.2251312,Ringsend Park,Surrounded by a  fence;
77218369,53.3422700,-6.2228651,Ringsend Park,Surrounded by a  fence;
78061592,53.3245236,-6.2792540,Harolds Cross Park,
78091654,54.0565703,-5.9991441,Mourne Esplanade,
78134738,54.2131857,-5.8872582,Downs Road Car park,
78431300,53.2760211,-9.0824266,Corrach Bui,
80368135,52.1405184,-7.3674071,H. Farrell & Sons The Copper Coast Holiday Park Bunmahon,Surrounded by a  fence;
80560539,54.2690964,-8.5031855,Enclosed Toddler Play Area,
80563614,54.2679877,-8.5033266,Mitchell Curley Park,
81128588,54.9985622,-7.3305376,Westland Avenue,
81539957,55.0099656,-7.3330845,Glenvista Road,
81987545,53.2324083,-6.6549604,Monread District Park,Surrounded by a  fence;
82434593,53.3761131,-6.4009045,Riverwood,
82904379,54.2663885,-8.4527549,Doorly Park,
82978912,54.2671465,-8.4543288,Doorly Park,
83386520,53.2588897,-6.1383383,Kilbogget Park,
83872139,53.4110789,-6.8769170,Picnic Area,
84202308,53.4132146,-6.8825505,Picnic Area,
85418331,53.3563973,-6.2724363,Blessington Street Park,
88288451,53.6659863,-6.6960327,Leisure Link,
91418990,52.3340563,-6.4884530,Shannagh Court,
91499530,53.2120848,-6.6544714,Church of the Irish Martyrs,
91933421,52.3361868,-6.4763680,Belvedere,
92407790,54.9763656,-7.2845644,Tullyally Road,
92407798,54.9746228,-7.2887720,Tullyally Road,
92407803,54.9733496,-7.2826804,Whitethorn Drive,
92973320,52.5972629,-6.9172743,Borris Vocational School,
94339366,54.2741380,-8.4732883,Forthill Park,
96288989,52.3292588,-6.4509528,Dolpin Road,
96288990,52.3291388,-6.4511857,Dolpin Road,
96288992,52.3425508,-6.4716214,Remond Memorial Park Childrens Playground,
96946640,52.3937500,-6.9391608,Windmill Lane,
97467118,52.3936276,-6.9351313,Bosheen Road,
97980475,53.2701161,-6.2633586,Upper Playground,
101716885,52.6016634,-6.9297906,Borris Lodge nursing home,
103851260,51.9066991,-8.4931183,Gerry O'Sullivan Park,
103893112,53.5118707,-9.4550937,,
103910355,51.9128181,-8.4828327,Farranferris Park,
107466792,52.6665226,-8.6129722,Clare Street,
107908260,53.3311970,-6.3052473,Brickfield Park,
110014000,51.8669330,-8.2369349,Ballymore Community Centre,
111516281,53.0905842,-8.2227030,Portumna Forest Park,
111605415,53.3252287,-6.2907391,Eamonn Ceannt Park,
112349497,52.6473675,-6.2283834,Harbour Court,
112835970,53.2610366,-6.1620447,Cabinteely Park,
113567406,54.1584888,-6.3503619,Chancellors Road,
115023504,54.9924130,-7.3516990,Circular Road,
116744742,52.5918980,-8.8683101,Curraghchase Forest Park,
117167167,51.8852448,-8.4742598,Tory Top Park,
119081313,52.6611760,-7.2329834,Garrigreen Neighbourhood Park,
123164250,53.2843394,-6.4014518,Glenshane Park,
123189051,53.2821175,-6.4022400,Jobstown Road,
124655242,53.3662908,-6.3330249,Phoenix Park,Surrounded by a wall;
124881245,54.6522302,-6.2153465,Slessor Road,
124945808,54.6538407,-6.2045664,Killead Road,
124945827,54.6530687,-6.2072696,Salmond Road,
124946683,54.6461141,-6.2123555,Cranwell Crescent,
124946688,54.6454005,-6.2139016,Spital Gate Square,
125014822,54.6504834,-6.2104411,Erskines Close,
125074828,54.6452884,-6.2169118,Learmonth Crescent,
126065392,52.2195548,-8.5810375,Playground,
129133939,53.2712459,-6.2772515,Marlay Park,
129207219,53.2897193,-6.1279830,Peoples' Park,
131320235,53.2714548,-9.0600290,Canal Walk,
133215602,52.3246321,-6.5006130,Whitford House Hotel Playground,
134001347,53.5902473,-8.0593355,Portrunny,
135786579,53.3607488,-6.2571287,Portland Place Park,Surrounded by a  fence;
135872882,53.3599553,-6.2572595,Portland Square,
137934468,52.7013477,-6.9600997,The Fair Green,
138483591,53.2884082,-9.0661059,Corrib Village,
138542215,53.2838520,-6.2166999,Lakelands Childcare,
139711591,53.6493164,-6.7077568,,
142843565,53.7618689,-8.7619723,The Friary,
143605275,52.6782590,-6.3080904,,
143611426,52.6783159,-6.2996408,Gorey Town Park,
143735584,52.6687108,-6.2899317,Gorey Golf Driving Range Car Park,
143770005,52.6771881,-6.2717384,Clonattin Village,
144022421,52.9832421,-6.0647797,Keatingstown,
144123011,52.9766182,-6.0462613,Saint Laurence's Park,
145461867,53.6553260,-6.6921999,Inner Relief Road,
146343387,54.5859506,-5.9746934,Falls Road,Wheelchair: yes;
146350527,54.6057603,-5.8580524,Belmont Park,
146519320,53.2797267,-6.2330388,Ballawley Park,
146531427,52.6766093,-6.2191605,Seafield Golf Course,
146535295,52.6784185,-6.2231362,,
147446394,52.8422201,-6.9238969,Dublin Road,
147535596,53.1404976,-6.0590564,Car Park,Surrounded by a  fence;Wheelchair: yes;
147857965,52.8530138,-6.3325719,Aughrim Playground,
148546232,54.5871441,-5.8841699,Orangefield Park Playground,
148565237,52.1420171,-8.2789796,Fermoy Townpark,
148770829,52.2566498,-7.1033733,Playground (7-12 years),
148770831,52.2566820,-7.1037032,Toddler playground (2-6 years),
148976324,52.1376590,-7.9334225,Lismore Playground,
149433546,52.2079551,-7.4227771,Rainbow Community Centre,
149629532,52.3481914,-7.4112286,Fair Green,
150381915,52.6391836,-7.2699373,Seville Lawns,
150713825,53.2684029,-9.1191526,Slí Búrca,
150826260,53.2927476,-9.0417918,Terryland Forest Park,
150826261,53.2611608,-9.0727624,Quincentennial Drive,
150826263,53.2770225,-9.0287680,Lakeshore Drive,Wheelchair: yes;
150826265,53.2806804,-8.9987263,Sruthán Mhuirlinne,
150826266,53.2805065,-8.9991168,Coillte Mhuirlinne,
150826267,53.2672289,-9.0532628,Claddagh Playground,
150826269,53.2795698,-9.0423608,Coole Park,
150828189,53.2633174,-9.1310423,Clubhouse,
150828193,53.2875414,-8.9837332,An Sean Bhaile,
150828196,53.2899562,-8.9861737,An Sean Bhaile,
151294743,53.3376194,-6.3169280,Saint Michael's Estate,
151733879,54.8508766,-6.2675470,Ballee Way,
151913109,52.3067968,-7.4991346,Rathgormack Clonea Community Playground,
152006719,53.6478402,-6.7014561,,
152067290,51.9107681,-8.3373637,Old Youghal Road,
152711061,52.2414638,-7.0892158,Ardkeen Retail Park,
153217016,52.3576010,-7.6773308,New Park Carpark,
153416222,54.4344456,-6.2907317,Waringstown Play Park,
153692519,53.5613467,-7.7639223,Inny River,
156997373,54.7597300,-6.0052676,Erskine Park,
157700410,54.8604169,-6.2645963,Ballykeel 1,
158111398,52.9375710,-6.2269002,Avonmore,
158268233,53.3610175,-6.2423952,Poplar Row,
158742377,53.4432944,-6.1257664,Robswall Playground,
158936303,53.3729797,-6.2270305,Saint Vincents GAA Club,
159598260,53.2828986,-9.0183366,Mervue United AFC,
159874141,52.5048125,-6.5867122,,
159879663,52.5040038,-6.5738324,Fair Green,
160372672,53.9208604,-7.8621379,Leitrim County Council,
160674403,53.3882475,-6.0676622,Howth Yacht Club,
161960270,53.7329012,-7.7899797,The Mall,Wheelchair: yes;
162277707,53.0683487,-6.0618764,Comunity Centre,
163217268,53.2825116,-8.9894035,Merlin Woods Playground,
163291100,53.4289087,-7.9234652,Athlone Regional Sports Centre Car Park,
163291246,53.4288828,-7.9233815,Athlone Regional Sports Centre Car Park,
164015132,53.9250740,-7.5836320,Arvagh Garda Station,
164389296,52.0919646,-7.6293063,Wolfe Tone Road,
165023232,54.2129857,-9.0959134,Ocean Sands Hotel,Surrounded by a chain_link fence;
165130064,52.6153456,-6.4255902,Camolin National School,
165256754,52.5912703,-6.4976783,Ferns Community Centre,
165278754,53.4868738,-6.1735253,Newbridge House Playground,
166167944,53.5443964,-6.4629240,,
166167956,53.5439901,-6.4621464,,
171966455,52.5156866,-6.2533424,Morriscastle Village,
171966456,52.5157909,-6.2534365,Morriscastle Village,
172052688,52.1722038,-6.5903221,Kilmore Quay Community Playground,
172291761,51.8958108,-8.4979232,Fitzgerald's Park,Wheelchair: yes;
172293696,51.8955926,-8.5082915,Rose Hill,
172463750,51.5628377,-9.4561431,,
173040460,52.5077461,-6.2807249,Chapel Wood,
173338137,52.9302023,-6.2302405,Parnell National Memorial Park,
173825834,51.8881039,-8.4878908,The Lough,
174092700,53.3556392,-6.2451578,Shamrock Terrace,
176885450,52.6074770,-6.3098063,Ounavarra Estate,
177818701,53.4425983,-6.2106891,Holywell Dale,
177906920,53.4336804,-6.1400486,Portmarnock Sports and Leisure Centre,
178062182,53.2988294,-8.7448404,Clarin,
178162283,55.1599787,-7.8892994,Ards Forest,
179187808,52.3525658,-8.6840406,,
180337347,52.4902457,-6.2946985,,
181461248,53.7934457,-8.9226656,Knock Playground,No official min_age, but ok for toddlers.;
181517563,54.0394709,-8.5758606,,
181930535,54.9446224,-7.7609035,Ballymacool Park,
182094116,55.1883370,-7.0389451,Moville-Greencastle Shore Walk,
182180010,52.1342652,-8.2792411,Playground,
182401871,53.3412614,-6.2340697,South Dock Street Park,
182689061,54.5222366,-7.7192528,Enniskillen and Bundoran Railway,
183631250,52.0929351,-7.6177147,Walton Park,
184766574,51.9023878,-8.9625676,Macroom Golf Course,
186553465,52.1270815,-8.8991588,Banteer Playground,
186577210,53.9844432,-8.2345569,,
186915238,55.1326866,-7.4620475,Aileach Road,
188167212,53.2868522,-8.9988746,Sliabh Bhán,
188238898,53.3742541,-8.7017250,Monivea Playground,
188498158,53.1981549,-8.5781164,,
189327154,54.5148227,-6.0416934,Wallace Park,
189511650,51.6451244,-8.7657220,Church of the nativity of our Lady,
194038235,53.6181815,-8.7410926,Dunmore RFC,
194149880,53.4819580,-8.5697632,Moylough Handball,
194226135,53.3008167,-8.4888356,Saint Killians Vocational School,
194333631,53.9710088,-8.2960202,Abbey Community College,
194384050,53.2736255,-9.0675520,Sliding Rock,
194483994,53.5190643,-8.8496640,The Park,
194514549,53.4282713,-9.3170180,Main Street,
194524424,53.4874236,-9.9855533,Clifden Glen,
194525511,53.3953071,-9.9185795,Carna Road,
194525512,53.4308073,-10.0749963,Ballyconneely,
194640716,53.6026150,-8.5598637,Collins Park Playground,
194686111,53.0605202,-8.8137929,Lady Gregory,not showing on Bing imagery but does exist, verified on survey;
195650784,53.4726835,-8.5054919,Mountbellew Playground,
195799003,54.2679731,-7.4832218,Lisnaskea Caravan Park,
195920569,53.9488301,-8.0815450,Aura Leisure Centre,
196194582,53.5222071,-8.3264565,Ballygar,
196201092,53.6270650,-8.1674998,,
196693920,53.6329581,-8.1940802,Loughlenane Park Playground,
196694127,53.6219731,-8.2020854,Greenfield Road,
198465927,55.0848808,-6.0556691,Shore Street,
199801156,53.5109334,-9.5650122,Teernakill,
200081201,53.3362951,-9.1822501,,
200238703,53.2520126,-8.5621980,Turoe Pet Farm,
200238862,53.2525214,-8.5606046,Rabbit Enclosure,
201441233,55.0618194,-8.2812265,Gweedore Industrial Estate,
201727284,51.9198235,-8.4542891,Mervue Lawn,
201727287,51.9199882,-8.4539686,Mervue Lawn,
202148075,53.2758460,-9.0595530,Millennium Children's Park,
202273186,53.2959075,-6.1808957,UCD Smurfit College Parking,
202350534,53.2582531,-9.6043361,Bothar an Tismeáin,
202351455,53.2476909,-9.3691090,Páirc na mBreathnaigh,
203503581,53.2625145,-9.1109764,McGraths Field,
204059503,54.3889529,-8.5280273,Five star fun,
205488272,53.5101765,-6.4018834,Broadmeadows,
205694218,54.6230808,-5.9454973,Waterworks/Westland small playground,
206501380,54.2668061,-8.4544461,Doorly Park,
206673299,53.2875383,-8.9837398,An Sean Bhaile,
207636895,53.8058320,-9.5321938,The Bog Field,
208400213,54.1664468,-8.1381480,,
208732053,54.7640714,-8.4119910,Back Road,
211053645,53.2695128,-9.1192882,Leas Na Mara,
211170085,52.2663677,-9.7047101,Tralee Playground,
211173189,53.2662158,-9.1212462,Leargán,
212731349,52.8227572,-9.1151922,,
213526385,53.0226846,-9.3697420,Russel Community Centre,
215264073,53.2802889,-9.0888849,Sliabh Rioga,
215896984,53.2748670,-9.1096348,Cearnóg Na mBláth,
216627843,54.6004054,-5.9049919,Dr Pitt Memorial Park Play Area,
218522140,51.8747386,-8.4381333,Douglas Community Park,
218576338,52.8622544,-9.0042109,Lees Road Complex,
218736009,52.8504407,-8.9802716,Tim Smythe Park,
218898048,52.8491622,-8.9785450,Tim Smythe Park,
220490294,52.9253192,-8.6500222,Main Street,
220492498,51.6492431,-9.9151557,Cronin's Fish & Chips,
220734339,52.8461279,-8.9966000,Cloughleigh Community Centre,
222466652,52.8398703,-8.9908275,Coote Park Playground,
222609160,51.8846637,-9.5810840,Kenmare Community Playground,
222816683,52.7368170,-6.9831778,Saint Laserian's Church,
223329851,54.3689406,-5.5841560,Woodland,
224723608,54.5952965,-5.8378011,Stormont Estate,
225112856,51.9321737,-8.0546362,Mogeely Playground,
225125691,52.2301388,-7.2398733,The Village Bistro,
225184721,52.4281306,-6.3421115,Blackwater Open Farm Car Park,
